PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
10007775.0,10007775.0,UBSF-QMMATY1-USACI,1.0,15.0,15.0,25.0,55.0,90.0,10.0,0.0,5.0,35.0,5.0,50.0
10007775.0,10007775.0,UBSF-QMMATY1-USMAP,1.0,120.0,120.0,195.0,61.0,87.0,15.0,6.0,3.0,11.0,4.0,61.0
10007775.0,10007775.0,UBSF-QMPHYP1-USPHP,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,UBSF-QMPHYS1-UMPHYDSC,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,UBSF-QMPHYS1-UMPHYDSC,1.0,120.0,120.0,200.0,61.0,87.0,16.0,6.0,2.0,11.0,4.0,61.0
10007775.0,10007775.0,UBSF-QMPHYS1-USASP,1.0,45.0,45.0,70.0,65.0,80.0,10.0,15.0,0.0,20.0,5.0,50.0
10007775.0,10007775.0,UBSF-QMPHYS1-USASP,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,UBSF-QMPHYY1-USAPH,1.0,45.0,45.0,70.0,65.0,80.0,10.0,15.0,0.0,20.0,5.0,50.0
10007775.0,10007775.0,UBSF-QMPHYY1-USAPH,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,UBSF-QMPHYY1-USPWH,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,UMEF-QMELEC1-USEEEZ,1.0,15.0,15.0,20.0,70.0,95.0,0.0,0.0,5.0,5.0,0.0,85.0
10007775.0,10007775.0,UMEF-QMENNE1-USAEIZ,1.0,25.0,25.0,30.0,80.0,90.0,25.0,10.0,0.0,10.0,0.0,50.0
10007775.0,10007775.0,UMEF-QMENNE1-USBEIZ,1.0,20.0,20.0,30.0,70.0,100.0,15.0,0.0,0.0,30.0,0.0,55.0
10007775.0,10007775.0,UMEF-QMENNE1-USCNIZ,1.0,15.0,15.0,20.0,75.0,90.0,25.0,0.0,15.0,30.0,0.0,30.0
10007775.0,10007775.0,UMEF-QMENNE1-USMCIZ,1.0,50.0,50.0,85.0,55.0,90.0,25.0,5.0,5.0,10.0,0.0,60.0
10007775.0,10007775.0,UMEF-QMENNE1-USROIZ,1.0,130.0,130.0,200.0,66.0,91.0,19.0,4.0,5.0,15.0,1.0,57.0
10007775.0,10007775.0,UMEF-QMENNE1-USSEIZ,1.0,50.0,50.0,85.0,55.0,90.0,25.0,5.0,5.0,10.0,0.0,60.0
10007775.0,10007775.0,UMEF-QMENNG1-USAERZ,1.0,25.0,25.0,30.0,80.0,90.0,25.0,10.0,0.0,10.0,0.0,50.0
10007775.0,10007775.0,UMEF-QMENNG1-USBMEZ,1.0,20.0,20.0,30.0,70.0,100.0,15.0,0.0,0.0,30.0,0.0,55.0
10007775.0,10007775.0,UMEF-QMENNG1-USCHNZ,1.0,15.0,15.0,20.0,75.0,90.0,25.0,0.0,15.0,30.0,0.0,30.0
10007775.0,10007775.0,UMEF-QMENNG1-USICE,1.0,130.0,130.0,200.0,66.0,91.0,19.0,4.0,5.0,15.0,1.0,57.0
10007775.0,10007775.0,UMEF-QMENNG1-USICE,1.0,110.0,110.0,150.0,73.0,87.0,5.0,3.0,9.0,8.0,2.0,74.0
10007775.0,10007775.0,UMEF-QMENNG1-USICE,1.0,20.0,20.0,35.0,65.0,90.0,10.0,5.0,5.0,10.0,0.0,70.0
10007775.0,10007775.0,UMEF-QMENNG1-USROBZ,1.0,130.0,130.0,200.0,66.0,91.0,19.0,4.0,5.0,15.0,1.0,57.0
10007775.0,10007775.0,UMEF-QMENNG1-USSEEZ,1.0,130.0,130.0,200.0,66.0,91.0,19.0,4.0,5.0,15.0,1.0,57.0
10007775.0,10007775.0,UMEF-QMENNY1-USAEYZ,1.0,25.0,25.0,30.0,80.0,90.0,25.0,10.0,0.0,10.0,0.0,50.0
10007775.0,10007775.0,UMEF-QMENNY1-USBEYZ,1.0,20.0,20.0,30.0,70.0,100.0,15.0,0.0,0.0,30.0,0.0,55.0
10007775.0,10007775.0,UMEF-QMENNY1-USCHYZ,1.0,15.0,15.0,20.0,75.0,90.0,25.0,0.0,15.0,30.0,0.0,30.0
10007775.0,10007775.0,UMEF-QMENNY1-USICY,1.0,130.0,130.0,200.0,66.0,91.0,19.0,4.0,5.0,15.0,1.0,57.0
10007775.0,10007775.0,UMEF-QMENNY1-USICY,1.0,110.0,110.0,150.0,73.0,87.0,5.0,3.0,9.0,8.0,2.0,74.0
10007775.0,10007775.0,UMEF-QMENNY1-USICY,1.0,20.0,20.0,35.0,65.0,90.0,10.0,5.0,5.0,10.0,0.0,70.0
10007775.0,10007775.0,UMEF-QMENNY1-USMCYZ,1.0,50.0,50.0,85.0,55.0,90.0,25.0,5.0,5.0,10.0,0.0,60.0
10007775.0,10007775.0,UMEF-QMENNY1-USROYZ,1.0,130.0,130.0,200.0,66.0,91.0,19.0,4.0,5.0,15.0,1.0,57.0
10007775.0,10007775.0,UMEF-QMENNY1-USSEYZ,1.0,130.0,130.0,200.0,66.0,91.0,19.0,4.0,5.0,15.0,1.0,57.0
10007775.0,10007775.0,UMEF-QMMTLE1-USMSIZ,1.0,15.0,15.0,20.0,75.0,100.0,35.0,0.0,0.0,0.0,0.0,65.0
10007775.0,10007775.0,UMEF-QMMTLS1-USMSEZ,1.0,15.0,15.0,20.0,75.0,100.0,35.0,0.0,0.0,0.0,0.0,65.0
10007775.0,10007775.0,UMEF-QMMTLX1-USMSYZ,1.0,15.0,15.0,20.0,75.0,100.0,35.0,0.0,0.0,0.0,0.0,65.0
10007775.0,10007775.0,UMIF-QMBIOF1-USBCY,1.0,30.0,30.0,55.0,50.0,80.0,20.0,5.0,5.0,20.0,5.0,45.0
10007775.0,10007775.0,UMIF-QMBIOL1-USBCH,1.0,30.0,30.0,55.0,50.0,80.0,20.0,5.0,5.0,20.0,5.0,45.0
10007775.0,10007775.0,UMIF-QMCHEF1-USCYA,1.0,50.0,50.0,80.0,60.0,90.0,10.0,5.0,0.0,10.0,5.0,65.0
10007775.0,10007775.0,UMIF-QMCHEF1-USPCY,1.0,50.0,50.0,80.0,60.0,90.0,10.0,5.0,0.0,10.0,5.0,65.0
10007775.0,10007775.0,UMIF-QMCHEM1-USPHC,1.0,50.0,50.0,80.0,60.0,90.0,10.0,5.0,0.0,10.0,5.0,65.0
10007775.0,10007775.0,UMIF-QMCOMF1-USCOYZ,1.0,105.0,105.0,145.0,73.0,86.0,5.0,3.0,9.0,8.0,2.0,74.0
10007775.0,10007775.0,UMIF-QMCOMP1-USCOSZ,1.0,105.0,105.0,145.0,73.0,86.0,5.0,3.0,9.0,8.0,2.0,74.0
10007775.0,10007775.0,UMIF-QMMATG1-USFIA,1.0,120.0,120.0,195.0,61.0,87.0,15.0,6.0,3.0,11.0,4.0,61.0
10007775.0,10007775.0,UMIF-QMMATG1-USMAA,1.0,120.0,120.0,195.0,61.0,87.0,15.0,6.0,3.0,11.0,4.0,61.0
10007775.0,10007775.0,UMIF-QMMATH1-USFIM,1.0,120.0,120.0,195.0,61.0,87.0,15.0,6.0,3.0,11.0,4.0,61.0
10007775.0,10007775.0,UMIF-QMMATH1-USMAS,1.0,120.0,120.0,195.0,61.0,87.0,15.0,6.0,3.0,11.0,4.0,61.0
10007775.0,10007775.0,UMIF-QMMATY1-USFMI,1.0,120.0,120.0,195.0,61.0,87.0,15.0,6.0,3.0,11.0,4.0,61.0
10007775.0,10007775.0,UMIF-QMPHYP1-USPHP,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,UMIF-QMPHYS1-UMPHYDSC,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,UMIF-QMPHYS1-UMPHYDSC,1.0,120.0,120.0,200.0,61.0,87.0,16.0,6.0,2.0,11.0,4.0,61.0
10007775.0,10007775.0,UMIF-QMPHYS1-USASP,1.0,45.0,45.0,70.0,65.0,80.0,10.0,15.0,0.0,20.0,5.0,50.0
10007775.0,10007775.0,UMIF-QMPHYS1-USASP,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,UMIF-QMPHYY1-USAPH,1.0,45.0,45.0,70.0,65.0,80.0,10.0,15.0,0.0,20.0,5.0,50.0
10007775.0,10007775.0,UMIF-QMPHYY1-USAPH,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,UMIF-QMPHYY1-USPWH,1.0,40.0,40.0,65.0,65.0,80.0,10.0,10.0,0.0,15.0,5.0,50.0
10007775.0,10007775.0,USEF-QM4BIO1-USBLS,1.0,85.0,85.0,150.0,55.0,81.0,19.0,7.0,8.0,12.0,4.0,49.0
10007775.0,10007775.0,USEF-QM4CHE1-USCHM,1.0,50.0,50.0,80.0,60.0,90.0,10.0,5.0,0.0,10.0,5.0,65.0
10007775.0,10007775.0,USEF-QM4ELE1-USELE,1.0,15.0,15.0,20.0,70.0,95.0,0.0,0.0,5.0,5.0,0.0,85.0
10007775.0,10007775.0,USEF-QM4ENG1-USENG,1.0,130.0,130.0,200.0,66.0,91.0,19.0,4.0,5.0,15.0,1.0,57.0
10007775.0,10007775.0,USEF-QM4MTL1-USMTS,1.0,15.0,15.0,20.0,75.0,100.0,35.0,0.0,0.0,0.0,0.0,65.0
10007776.0,10007776.0,3G90,1.0,45.0,45.0,75.0,55.0,80.0,15.0,5.0,5.0,20.0,10.0,45.0
10007776.0,10007776.0,4D22,1.0,105.0,105.0,205.0,50.0,95.0,0.0,2.0,0.0,1.0,3.0,94.0
10007776.0,10007776.0,4N56,1.0,105.0,105.0,205.0,50.0,95.0,0.0,2.0,0.0,1.0,3.0,94.0
10007776.0,10007776.0,B400,1.0,20.0,20.0,35.0,60.0,60.0,5.0,10.0,15.0,10.0,15.0,45.0
10007776.0,10007776.0,B730,1.0,45.0,45.0,75.0,55.0,80.0,15.0,5.0,5.0,20.0,10.0,45.0
10007776.0,10007776.0,B740,1.0,45.0,45.0,75.0,55.0,80.0,15.0,5.0,5.0,20.0,10.0,45.0
10007776.0,10007776.0,B742,1.0,45.0,45.0,75.0,55.0,80.0,15.0,5.0,5.0,20.0,10.0,45.0
10007776.0,10007776.0,B743,1.0,45.0,45.0,75.0,55.0,80.0,15.0,5.0,5.0,20.0,10.0,45.0
10007776.0,10007776.0,B940,1.0,25.0,25.0,40.0,65.0,80.0,25.0,5.0,5.0,20.0,5.0,35.0
10007776.0,10007776.0,C120,1.0,60.0,60.0,100.0,57.0,78.0,33.0,7.0,10.0,19.0,5.0,26.0
10007776.0,10007776.0,C8X1,1.0,75.0,75.0,140.0,55.0,91.0,15.0,3.0,3.0,21.0,4.0,56.0
10007776.0,10007776.0,C8X1,1.0,110.0,110.0,205.0,54.0,76.0,13.0,6.0,9.0,9.0,9.0,53.0
10007776.0,10007776.0,DM17,1.0,30.0,30.0,60.0,50.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
10007776.0,10007776.0,G450,1.0,40.0,40.0,75.0,55.0,85.0,10.0,5.0,5.0,5.0,5.0,70.0
10007776.0,10007776.0,H6W2,1.0,40.0,40.0,75.0,55.0,85.0,10.0,5.0,5.0,5.0,5.0,70.0
10007776.0,10007776.0,L0V0,1.0,20.0,20.0,35.0,55.0,85.0,10.0,0.0,5.0,10.0,10.0,60.0
10007776.0,10007776.0,L100,1.0,220.0,220.0,430.0,51.0,76.0,7.0,8.0,9.0,12.0,6.0,57.0
10007776.0,10007776.0,L300,1.0,50.0,50.0,100.0,50.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
10007776.0,10007776.0,M900,1.0,50.0,50.0,100.0,50.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
10007776.0,10007776.0,M901,1.0,50.0,50.0,100.0,50.0,90.0,5.0,0.0,5.0,15.0,5.0,70.0
10007776.0,10007776.0,M901,1.0,20.0,20.0,35.0,50.0,85.0,5.0,0.0,5.0,5.0,10.0,75.0
10007776.0,10007776.0,MC98,1.0,75.0,75.0,140.0,55.0,91.0,15.0,3.0,3.0,21.0,4.0,56.0
10007776.0,10007776.0,ML61,1.0,20.0,20.0,35.0,50.0,85.0,5.0,0.0,5.0,5.0,10.0,75.0
10007776.0,10007776.0,N120,1.0,95.0,95.0,180.0,54.0,75.0,11.0,10.0,8.0,8.0,6.0,57.0
10007776.0,10007776.0,N190,1.0,220.0,220.0,430.0,51.0,76.0,7.0,8.0,9.0,12.0,6.0,57.0
10007776.0,10007776.0,N191,1.0,220.0,220.0,430.0,51.0,76.0,7.0,8.0,9.0,12.0,6.0,57.0
10007776.0,10007776.0,N192,1.0,220.0,220.0,430.0,51.0,76.0,7.0,8.0,9.0,12.0,6.0,57.0
10007776.0,10007776.0,N500,1.0,10.0,10.0,20.0,50.0,90.0,0.0,10.0,0.0,15.0,0.0,75.0
10007776.0,10007776.0,NC60,1.0,220.0,220.0,430.0,51.0,76.0,7.0,8.0,9.0,12.0,6.0,57.0
10007776.0,10007776.0,P300,1.0,30.0,30.0,60.0,50.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
10007776.0,10007776.0,P500,1.0,45.0,45.0,90.0,50.0,90.0,0.0,5.0,0.0,10.0,5.0,80.0
10007776.0,10007776.0,V501,1.0,20.0,20.0,35.0,55.0,85.0,10.0,0.0,5.0,10.0,10.0,60.0
10007776.0,10007776.0,V501,1.0,20.0,20.0,40.0,50.0,85.0,0.0,0.0,0.0,5.0,15.0,80.0
10007776.0,10007776.0,V503,1.0,15.0,15.0,30.0,60.0,80.0,25.0,5.0,10.0,25.0,0.0,30.0
10007776.0,10007776.0,V610,1.0,20.0,20.0,40.0,50.0,85.0,0.0,0.0,0.0,5.0,15.0,80.0
10007776.0,10007776.0,V620,1.0,35.0,35.0,65.0,55.0,65.0,5.0,10.0,5.0,10.0,25.0,50.0
10007776.0,10007776.0,W540,1.0,50.0,50.0,95.0,55.0,95.0,0.0,0.0,5.0,15.0,0.0,80.0
10007776.0,10007776.0,W620,1.0,35.0,35.0,65.0,55.0,85.0,10.0,5.0,5.0,5.0,5.0,70.0
10007776.0,10007776.0,X112,1.0,105.0,105.0,205.0,50.0,95.0,0.0,2.0,0.0,1.0,3.0,94.0
10007779.0,10007779.0,UBSCABB,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007779.0,10007779.0,UBSCABP,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007779.0,10007779.0,UBSCWHP,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007779.0,10007779.0,UBSCWHS,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007779.0,10007779.0,UBVETBP,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007779.0,10007779.0,UBVETMI,1.0,155.0,155.0,210.0,74.0,94.0,0.0,1.0,0.0,3.0,4.0,91.0
10007779.0,10007779.0,UBVETVP,1.0,30.0,30.0,35.0,80.0,85.0,35.0,0.0,0.0,25.0,15.0,30.0
10007779.0,10007779.0,UBVSCWA,1.0,155.0,155.0,210.0,74.0,94.0,0.0,1.0,0.0,3.0,4.0,91.0
10007779.0,10007779.0,UMSCABP,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007779.0,10007779.0,UMSCABS,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007779.0,10007779.0,UMSCABV,1.0,30.0,30.0,35.0,80.0,85.0,35.0,0.0,0.0,25.0,15.0,30.0
10007779.0,10007779.0,UMSCAVP,1.0,30.0,30.0,35.0,80.0,85.0,35.0,0.0,0.0,25.0,15.0,30.0
10007779.0,10007779.0,UMSCBSP,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007779.0,10007779.0,UMSCBVP,1.0,30.0,30.0,35.0,80.0,85.0,35.0,0.0,0.0,25.0,15.0,30.0
10007779.0,10007779.0,UMSCWHP,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007779.0,10007779.0,UMSCWHS,1.0,25.0,25.0,35.0,70.0,85.0,15.0,0.0,15.0,20.0,0.0,50.0
10007780.0,10007780.0,K1_ACCOUNTING-FINANCE,1.0,25.0,25.0,45.0,55.0,75.0,5.0,10.0,10.0,0.0,0.0,75.0
10007780.0,10007780.0,K1_ARABIC,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_ARABICxH_ART-ARCH_YA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_ARABICxH_ART-ARCH_YA,1.0,25.0,25.0,35.0,75.0,80.0,0.0,5.0,0.0,10.0,10.0,65.0
10007780.0,10007780.0,K1_ARABICxLINGUISTICS_YA,1.0,15.0,15.0,25.0,60.0,75.0,15.0,5.0,15.0,5.0,5.0,55.0
10007780.0,10007780.0,K1_ARABICxLINGUISTICS_YA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_ARABICxWORLD_PHIL_YA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_ARABICxWORLD_PHIL_YA,1.0,10.0,10.0,20.0,55.0,75.0,15.0,0.0,10.0,15.0,15.0,50.0
10007780.0,10007780.0,K1_CHINESExH_ART-ARCH_YA,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_CHINESExH_ART-ARCH_YA,1.0,25.0,25.0,35.0,75.0,80.0,0.0,5.0,0.0,10.0,10.0,65.0
10007780.0,10007780.0,K1_CHINESExLINGUISTICS_YA,1.0,15.0,15.0,25.0,60.0,75.0,15.0,5.0,15.0,5.0,5.0,55.0
10007780.0,10007780.0,K1_CHINESExLINGUISTICS_YA,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_CHINESExWORLD_PHIL_YA,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_CHINESExWORLD_PHIL_YA,1.0,10.0,10.0,20.0,55.0,75.0,15.0,0.0,10.0,15.0,15.0,50.0
10007780.0,10007780.0,K1_DEV_ECONOMICS,1.0,15.0,15.0,30.0,55.0,95.0,10.0,0.0,0.0,25.0,5.0,60.0
10007780.0,10007780.0,K1_DEV_STDSxAF_DIASPORA,1.0,20.0,20.0,30.0,65.0,95.0,0.0,5.0,0.0,10.0,0.0,80.0
10007780.0,10007780.0,K1_DEV_STDSxAF_DIASPORA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_DEV_STDSxAF_DIASPORA_YA,1.0,20.0,20.0,30.0,65.0,95.0,0.0,5.0,0.0,10.0,0.0,80.0
10007780.0,10007780.0,K1_DEV_STDSxAF_DIASPORA_YA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_DEV_STDSxARABIC_YA,1.0,20.0,20.0,30.0,65.0,95.0,0.0,5.0,0.0,10.0,0.0,80.0
10007780.0,10007780.0,K1_DEV_STDSxARABIC_YA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_DEV_STDSxCHINESE_YA,1.0,20.0,20.0,30.0,65.0,95.0,0.0,5.0,0.0,10.0,0.0,80.0
10007780.0,10007780.0,K1_DEV_STDSxCHINESE_YA,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_DEV_STDSxLINGUISTICS,1.0,20.0,20.0,30.0,65.0,95.0,0.0,5.0,0.0,10.0,0.0,80.0
10007780.0,10007780.0,K1_DEV_STDSxLINGUISTICS,1.0,15.0,15.0,25.0,60.0,75.0,15.0,5.0,15.0,5.0,5.0,55.0
10007780.0,10007780.0,K1_DEV_STDSxWORLD_PHIL,1.0,20.0,20.0,30.0,65.0,95.0,0.0,5.0,0.0,10.0,0.0,80.0
10007780.0,10007780.0,K1_DEV_STDSxWORLD_PHIL,1.0,10.0,10.0,20.0,55.0,75.0,15.0,0.0,10.0,15.0,15.0,50.0
10007780.0,10007780.0,K1_EAST_ASIAN_ST,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxDEV_STDS,1.0,20.0,20.0,30.0,65.0,95.0,0.0,5.0,0.0,10.0,0.0,80.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxDEV_STDS,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxECONOMICS,1.0,15.0,15.0,30.0,55.0,95.0,10.0,0.0,0.0,25.0,5.0,60.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxECONOMICS,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxHISTORY,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxHISTORY,1.0,20.0,20.0,30.0,70.0,80.0,0.0,5.0,0.0,15.0,15.0,65.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxH_ART,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxH_ART,1.0,25.0,25.0,35.0,75.0,80.0,0.0,5.0,0.0,10.0,10.0,65.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxINTER_REL,1.0,25.0,25.0,45.0,55.0,85.0,10.0,5.0,5.0,10.0,5.0,60.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxINTER_REL,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxLAW,1.0,35.0,35.0,55.0,65.0,80.0,15.0,5.0,5.0,25.0,10.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxLAW,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxLINGUISTICS,1.0,15.0,15.0,25.0,60.0,75.0,15.0,5.0,15.0,5.0,5.0,55.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxLINGUISTICS,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxMUSIC,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxPOLITICS,1.0,25.0,25.0,45.0,55.0,85.0,10.0,5.0,5.0,10.0,5.0,60.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxPOLITICS,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxSOCIAL_ANTH,1.0,25.0,25.0,45.0,60.0,85.0,15.0,5.0,5.0,20.0,5.0,50.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxSOCIAL_ANTH,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxWORLD_PHIL,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_EAST_ASIAN_STxWORLD_PHIL,1.0,10.0,10.0,20.0,55.0,75.0,15.0,0.0,10.0,15.0,15.0,50.0
10007780.0,10007780.0,K1_ECONOMICSBA,1.0,15.0,15.0,30.0,55.0,95.0,10.0,0.0,0.0,25.0,5.0,60.0
10007780.0,10007780.0,K1_ECONOMICSxAF_DIASPORA,1.0,15.0,15.0,30.0,55.0,95.0,10.0,0.0,0.0,25.0,5.0,60.0
10007780.0,10007780.0,K1_ECONOMICSxAF_DIASPORA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_ECONOMICSxAF_DIASPORA_YA,1.0,15.0,15.0,30.0,55.0,95.0,10.0,0.0,0.0,25.0,5.0,60.0
10007780.0,10007780.0,K1_ECONOMICSxAF_DIASPORA_YA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_ECONOMICSxARABIC_YA,1.0,15.0,15.0,30.0,55.0,95.0,10.0,0.0,0.0,25.0,5.0,60.0
10007780.0,10007780.0,K1_ECONOMICSxARABIC_YA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_ECONOMICSxCHINESE_YA,1.0,15.0,15.0,30.0,55.0,95.0,10.0,0.0,0.0,25.0,5.0,60.0
10007780.0,10007780.0,K1_ECONOMICSxCHINESE_YA,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
10007780.0,10007780.0,K1_ECONOMICSxDEVELOP_STDS,1.0,20.0,20.0,30.0,65.0,95.0,0.0,5.0,0.0,10.0,0.0,80.0
10007780.0,10007780.0,K1_ECONOMICSxDEVELOP_STDS,1.0,15.0,15.0,30.0,55.0,95.0,10.0,0.0,0.0,25.0,5.0,60.0
10007780.0,10007780.0,K1_HISTORY_OF_ART,1.0,25.0,25.0,35.0,75.0,80.0,0.0,5.0,0.0,10.0,10.0,65.0
10007780.0,10007780.0,K1_HISTORYxAF_DIASPORA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_HISTORYxAF_DIASPORA,1.0,20.0,20.0,30.0,70.0,80.0,0.0,5.0,0.0,15.0,15.0,65.0
10007780.0,10007780.0,K1_HISTORYxAF_DIASPORA_YA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_HISTORYxAF_DIASPORA_YA,1.0,20.0,20.0,30.0,70.0,80.0,0.0,5.0,0.0,15.0,15.0,65.0
10007780.0,10007780.0,K1_HISTORYxARABIC_YA,1.0,20.0,20.0,20.0,90.0,85.0,15.0,5.0,5.0,5.0,10.0,60.0
10007780.0,10007780.0,K1_HISTORYxARABIC_YA,1.0,20.0,20.0,30.0,70.0,80.0,0.0,5.0,0.0,15.0,15.0,65.0
10007780.0,10007780.0,K1_HISTORYxCHINESE_YA,1.0,30.0,30.0,50.0,65.0,90.0,30.0,5.0,5.0,25.0,0.0,40.0
