PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
10003863.0,10003863.0,BALTUCRMSO_CRMASOC,1.0,25.0,25.0,40.0,60.0,95.0,10.0,0.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BALTUCRPOF_CRMPLFY,1.0,25.0,25.0,40.0,60.0,95.0,10.0,0.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BALTUCRSOF_CRMSCFY,1.0,25.0,25.0,40.0,60.0,95.0,10.0,0.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BALTUCYPFF_WCYPFFY,1.0,10.0,10.0,20.0,55.0,90.0,0.0,0.0,5.0,5.0,5.0,90.0
10003863.0,10003863.0,BALTUCYPFF_WCYPFFY,1.0,15.0,15.0,30.0,55.0,95.0,5.0,0.0,5.0,5.0,5.0,85.0
10003863.0,10003863.0,BALTUDGMKF_DGMKTFY,1.0,20.0,20.0,35.0,65.0,80.0,0.0,0.0,15.0,5.0,5.0,75.0
10003863.0,10003863.0,BALTUDIGMK_DIGIMKT,1.0,20.0,20.0,35.0,65.0,80.0,0.0,0.0,15.0,5.0,5.0,75.0
10003863.0,10003863.0,BALTUECSTF_ERYCHFY,1.0,25.0,25.0,40.0,55.0,90.0,5.0,5.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BALTUENCRW_ENGACWR,1.0,15.0,15.0,30.0,55.0,85.0,10.0,0.0,15.0,0.0,5.0,75.0
10003863.0,10003863.0,BALTUENCRW_ENGACWR,1.0,10.0,10.0,20.0,55.0,95.0,15.0,0.0,0.0,10.0,5.0,75.0
10003863.0,10003863.0,BALTUENCWF_ENGCWFY,1.0,15.0,15.0,30.0,55.0,85.0,10.0,0.0,15.0,0.0,5.0,75.0
10003863.0,10003863.0,BALTUENCWF_ENGCWFY,1.0,10.0,10.0,20.0,55.0,95.0,15.0,0.0,0.0,10.0,5.0,75.0
10003863.0,10003863.0,BALTUFILMF_FILMSFY,1.0,15.0,15.0,30.0,50.0,100.0,0.0,0.0,0.0,5.0,0.0,95.0
10003863.0,10003863.0,BALTUINBUF_INBUSFY,1.0,20.0,20.0,45.0,50.0,90.0,0.0,0.0,5.0,5.0,5.0,85.0
10003863.0,10003863.0,BALTUINBUS_INTBUSN,1.0,20.0,20.0,45.0,50.0,90.0,0.0,0.0,5.0,5.0,5.0,85.0
10003863.0,10003863.0,BALTUPEEYF_PEDEYFY,1.0,80.0,80.0,140.0,58.0,93.0,0.0,2.0,1.0,4.0,4.0,89.0
10003863.0,10003863.0,BALTUPELYF_PEDLTFY,1.0,80.0,80.0,140.0,58.0,93.0,0.0,2.0,1.0,4.0,4.0,89.0
10003863.0,10003863.0,BALTUPESCF_PEDSCFY,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BALTUPESSF_PHYSSFY,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BALTUPHEDP_PHEDSSP2,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BALTUPHEDS_PHEDSSP,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BALTUPHERF_PHERLFY,1.0,10.0,10.0,20.0,55.0,95.0,30.0,0.0,5.0,15.0,0.0,50.0
10003863.0,10003863.0,BALTUPHERF_PHERLFY,1.0,10.0,10.0,20.0,55.0,90.0,20.0,0.0,10.0,10.0,0.0,55.0
10003863.0,10003863.0,BALTUPHESC_PHSEDSC,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BALTUSOCIF_SOCIOFY,1.0,25.0,25.0,40.0,60.0,95.0,10.0,0.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BALTUSOCIO_SOCIOSH,1.0,25.0,25.0,40.0,60.0,95.0,10.0,0.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BALTUSPJOF_SPJOUFY,1.0,15.0,15.0,25.0,55.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
10003863.0,10003863.0,BALTUSPJOU_SPJOUSH,1.0,15.0,15.0,25.0,55.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
10003863.0,10003863.0,BSLTUADNUR_ADNURSG,1.0,20.0,20.0,35.0,55.0,95.0,10.0,0.0,0.0,15.0,5.0,70.0
10003863.0,10003863.0,BSLTUBIMSC_BIOMEDS,1.0,20.0,20.0,35.0,55.0,95.0,10.0,0.0,0.0,15.0,5.0,70.0
10003863.0,10003863.0,BSLTUCOPSF_CNPSYFY,1.0,30.0,30.0,50.0,60.0,85.0,20.0,0.0,5.0,5.0,5.0,60.0
10003863.0,10003863.0,BSLTUCOUPS_CNPSYCH,1.0,30.0,30.0,50.0,60.0,85.0,20.0,0.0,5.0,5.0,5.0,60.0
10003863.0,10003863.0,BSLTUFORPF_FORPSFY,1.0,50.0,50.0,95.0,50.0,95.0,5.0,0.0,0.0,10.0,0.0,80.0
10003863.0,10003863.0,BSLTUHEASC_HLTASCO,1.0,15.0,15.0,30.0,55.0,95.0,5.0,0.0,5.0,5.0,5.0,85.0
10003863.0,10003863.0,BSLTUHESCF_HLSCWFY,1.0,15.0,15.0,30.0,55.0,95.0,5.0,0.0,5.0,5.0,5.0,85.0
10003863.0,10003863.0,BSLTULDNUR_LDNURSG,1.0,20.0,20.0,35.0,55.0,95.0,10.0,0.0,0.0,15.0,5.0,70.0
10003863.0,10003863.0,BSLTUMHNUR_MHNURSG,1.0,20.0,20.0,35.0,55.0,95.0,10.0,0.0,0.0,15.0,5.0,70.0
10003863.0,10003863.0,BSLTUPAEHP_PHACEHP,1.0,20.0,20.0,35.0,55.0,95.0,10.0,0.0,0.0,15.0,5.0,70.0
10003863.0,10003863.0,BSLTUPAEHP_PHACEHP,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BSLTUPAEHP_PHACEHP,1.0,15.0,15.0,30.0,55.0,95.0,5.0,0.0,5.0,5.0,5.0,85.0
10003863.0,10003863.0,BSLTUPSCDF_PSYCDFY,1.0,20.0,20.0,35.0,55.0,75.0,10.0,5.0,10.0,5.0,10.0,60.0
10003863.0,10003863.0,BSLTUPSCRF_PSWCRFY,1.0,30.0,30.0,50.0,60.0,85.0,20.0,0.0,5.0,5.0,5.0,60.0
10003863.0,10003863.0,BSLTUPSCRF_PSWCRFY,1.0,25.0,25.0,40.0,60.0,95.0,10.0,0.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BSLTUPSSOF_PSWSCFY,1.0,30.0,30.0,50.0,60.0,85.0,20.0,0.0,5.0,5.0,5.0,60.0
10003863.0,10003863.0,BSLTUPSSOF_PSWSCFY,1.0,25.0,25.0,40.0,60.0,95.0,10.0,0.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BSLTUPSYCF_PSYCWFY,1.0,30.0,30.0,50.0,60.0,85.0,20.0,0.0,5.0,5.0,5.0,60.0
10003863.0,10003863.0,BSLTUPSYCR_PSYWCRM,1.0,30.0,30.0,50.0,60.0,85.0,20.0,0.0,5.0,5.0,5.0,60.0
10003863.0,10003863.0,BSLTUPSYCR_PSYWCRM,1.0,25.0,25.0,40.0,60.0,95.0,10.0,0.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BSLTUPSYSG_PSYWSCY,1.0,30.0,30.0,50.0,60.0,85.0,20.0,0.0,5.0,5.0,5.0,60.0
10003863.0,10003863.0,BSLTUPSYSG_PSYWSCY,1.0,25.0,25.0,40.0,60.0,95.0,10.0,0.0,5.0,15.0,0.0,75.0
10003863.0,10003863.0,BSLTUSPESF_SPEXWFY,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BSLTUSPOCF_SPTCWFY,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BSLTUSPOCO_SPRTCHG,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BSLTUSPOES_SPXSCSH,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BSLTUSPOTR_SPTHARB,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,BSLTUSPPSF_SPTPSFY,1.0,50.0,50.0,95.0,50.0,95.0,5.0,0.0,0.0,10.0,0.0,80.0
10003863.0,10003863.0,BSLTUSTREF_STHRWFY,1.0,35.0,35.0,70.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,80.0
10003863.0,10003863.0,FALTUSUEBA_SPEBAFD,1.0,10.0,10.0,15.0,70.0,85.0,25.0,0.0,0.0,20.0,15.0,40.0
10003863.0,10003863.0,FALTUSUEBA_SPEBAFD,1.0,20.0,20.0,30.0,60.0,90.0,15.0,0.0,0.0,20.0,10.0,55.0
10003863.0,10003863.0,FALTUSUEYP_SPEYPFD,1.0,15.0,15.0,30.0,60.0,90.0,25.0,0.0,0.0,20.0,10.0,45.0
10003863.0,10003863.0,FALTUSUEYP_SPEYPFD,1.0,20.0,20.0,30.0,60.0,90.0,15.0,0.0,0.0,20.0,10.0,55.0
10003863.0,10003863.0,FALTUSUPFC_SPFACFD,1.0,15.0,15.0,30.0,60.0,90.0,25.0,0.0,0.0,20.0,10.0,45.0
10003863.0,10003863.0,FALTUSUPFC_SPFACFD,1.0,15.0,15.0,20.0,65.0,90.0,30.0,0.0,0.0,20.0,10.0,40.0
10003867.0,10003867.0,C0044,1.0,20.0,20.0,40.0,55.0,75.0,0.0,5.0,5.0,10.0,15.0,65.0
10003867.0,10003867.0,C2335,1.0,20.0,20.0,40.0,55.0,75.0,0.0,5.0,5.0,10.0,15.0,65.0
10003867.0,10003867.0,C6849,1.0,15.0,15.0,25.0,60.0,65.0,0.0,5.0,5.0,5.0,20.0,60.0
10003867.0,10003867.0,C7573,1.0,15.0,15.0,25.0,60.0,65.0,0.0,5.0,5.0,5.0,20.0,60.0
10003867.0,10003867.0,C7633,1.0,15.0,15.0,20.0,60.0,75.0,15.0,15.0,0.0,0.0,10.0,60.0
10003928.0,10003928.0,HerbalMedicine,1.0,20.0,20.0,35.0,55.0,80.0,0.0,5.0,0.0,15.0,15.0,65.0
10003945.0,10003945.0,35687,1.0,40.0,40.0,55.0,70.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
10003945.0,10003945.0,35761,1.0,40.0,40.0,55.0,70.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
10003945.0,10003945.0,36277,1.0,65.0,65.0,90.0,71.0,91.0,3.0,0.0,6.0,8.0,3.0,80.0
10003945.0,10003945.0,36708,1.0,115.0,115.0,170.0,68.0,91.0,3.0,1.0,4.0,10.0,3.0,78.0
10003945.0,10003945.0,36816,1.0,115.0,115.0,170.0,68.0,91.0,3.0,1.0,4.0,10.0,3.0,78.0
10003945.0,10003945.0,36816,1.0,40.0,40.0,55.0,70.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
10003945.0,10003945.0,36816,1.0,65.0,65.0,90.0,71.0,91.0,3.0,0.0,6.0,8.0,3.0,80.0
10003945.0,10003945.0,36817,1.0,115.0,115.0,170.0,68.0,91.0,3.0,1.0,4.0,10.0,3.0,78.0
10003945.0,10003945.0,36817,1.0,40.0,40.0,55.0,70.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
10003945.0,10003945.0,36817,1.0,65.0,65.0,90.0,71.0,91.0,3.0,0.0,6.0,8.0,3.0,80.0
10003955.0,10003955.0,CD406HE,1.0,10.0,10.0,20.0,55.0,60.0,0.0,40.0,0.0,10.0,0.0,50.0
10003955.0,10003955.0,CP401HE,1.0,15.0,15.0,25.0,50.0,55.0,15.0,20.0,5.0,5.0,15.0,35.0
10003956.0,10003128.0,DFBAMARF,1.0,15.0,15.0,25.0,55.0,100.0,5.0,0.0,0.0,5.0,0.0,85.0
10003956.0,10003128.0,KDFBAEACSENF,1.0,40.0,40.0,80.0,55.0,85.0,15.0,5.0,5.0,10.0,10.0,60.0
10003956.0,10003956.0,KUZBAACF4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFADIC4FF,1.0,20.0,20.0,20.0,85.0,100.0,40.0,0.0,0.0,0.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFADIC4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFADICF,1.0,20.0,20.0,20.0,85.0,100.0,40.0,0.0,0.0,0.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFADICF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFBMA4FF,1.0,15.0,15.0,25.0,55.0,100.0,5.0,0.0,0.0,5.0,0.0,85.0
10003956.0,10003956.0,KUZBAACFBMA4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFBMAF,1.0,15.0,15.0,25.0,55.0,100.0,5.0,0.0,0.0,5.0,0.0,85.0
10003956.0,10003956.0,KUZBAACFBMAF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCFD4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCFD4FF,1.0,15.0,15.0,30.0,50.0,80.0,0.0,0.0,15.0,15.0,5.0,70.0
10003956.0,10003956.0,KUZBAACFCFDF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCFDF,1.0,15.0,15.0,30.0,50.0,80.0,0.0,0.0,15.0,15.0,5.0,70.0
10003956.0,10003956.0,KUZBAACFCOB4FF,1.0,30.0,30.0,45.0,65.0,100.0,10.0,0.0,0.0,15.0,0.0,75.0
10003956.0,10003956.0,KUZBAACFCOB4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCOBF,1.0,30.0,30.0,45.0,65.0,100.0,10.0,0.0,0.0,15.0,0.0,75.0
10003956.0,10003956.0,KUZBAACFCOBF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCRW4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCRW4FF,1.0,25.0,25.0,40.0,65.0,80.0,20.0,0.0,10.0,5.0,10.0,55.0
10003956.0,10003956.0,KUZBAACFCRWF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCRWF,1.0,25.0,25.0,40.0,65.0,80.0,20.0,0.0,10.0,5.0,10.0,55.0
10003956.0,10003956.0,KUZBAACFCSC4FF,1.0,15.0,15.0,20.0,85.0,100.0,40.0,0.0,0.0,0.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCSC4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCSCF,1.0,15.0,15.0,20.0,85.0,100.0,40.0,0.0,0.0,0.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFCSCF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFDMA4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFDMA4FF,1.0,15.0,15.0,25.0,60.0,90.0,0.0,5.0,5.0,45.0,5.0,45.0
10003956.0,10003956.0,KUZBAACFDMAF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFDMAF,1.0,15.0,15.0,25.0,60.0,90.0,0.0,5.0,5.0,45.0,5.0,45.0
10003956.0,10003956.0,KUZBAACFEAC4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFEAC4FF,1.0,75.0,75.0,140.0,54.0,87.0,10.0,5.0,5.0,6.0,3.0,71.0
10003956.0,10003956.0,KUZBAACFEACF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFEACF,1.0,75.0,75.0,140.0,54.0,87.0,10.0,5.0,5.0,6.0,3.0,71.0
10003956.0,10003956.0,KUZBAACFEDA4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFEDA4FF,1.0,75.0,75.0,140.0,54.0,87.0,10.0,5.0,5.0,6.0,3.0,71.0
10003956.0,10003956.0,KUZBAACFEDAF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFEDAF,1.0,75.0,75.0,140.0,54.0,87.0,10.0,5.0,5.0,6.0,3.0,71.0
10003956.0,10003956.0,KUZBAACFENL4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFENL4FF,1.0,10.0,10.0,15.0,75.0,70.0,20.0,0.0,20.0,0.0,10.0,50.0
10003956.0,10003956.0,KUZBAACFENLF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFENLF,1.0,10.0,10.0,15.0,75.0,70.0,20.0,0.0,20.0,0.0,10.0,50.0
10003956.0,10003956.0,KUZBAACFEON4FF,1.0,100.0,100.0,175.0,57.0,87.0,10.0,3.0,2.0,8.0,8.0,70.0
10003956.0,10003956.0,KUZBAACFEON4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFEONF,1.0,100.0,100.0,175.0,57.0,87.0,10.0,3.0,2.0,8.0,8.0,70.0
10003956.0,10003956.0,KUZBAACFEONF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFFVC4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFFVC4FF,1.0,15.0,15.0,20.0,85.0,80.0,5.0,5.0,10.0,5.0,5.0,70.0
10003956.0,10003956.0,KUZBAACFFVCF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFFVCF,1.0,15.0,15.0,20.0,85.0,80.0,5.0,5.0,10.0,5.0,5.0,70.0
10003956.0,10003956.0,KUZBAACFHUB4FF,1.0,30.0,30.0,45.0,65.0,100.0,10.0,0.0,0.0,15.0,0.0,75.0
10003956.0,10003956.0,KUZBAACFHUB4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFHUBF,1.0,30.0,30.0,45.0,65.0,100.0,10.0,0.0,0.0,15.0,0.0,75.0
10003956.0,10003956.0,KUZBAACFHUBF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFINF4FF,1.0,20.0,20.0,20.0,85.0,100.0,40.0,0.0,0.0,0.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFINF4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFINFF,1.0,20.0,20.0,20.0,85.0,100.0,40.0,0.0,0.0,0.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFINFF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFINR4FF,1.0,15.0,15.0,20.0,70.0,90.0,20.0,0.0,0.0,15.0,10.0,55.0
10003956.0,10003956.0,KUZBAACFINR4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFINRF,1.0,15.0,15.0,20.0,70.0,90.0,20.0,0.0,0.0,15.0,10.0,55.0
10003956.0,10003956.0,KUZBAACFINRF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFLAW4FF,1.0,15.0,15.0,25.0,60.0,70.0,5.0,20.0,5.0,15.0,5.0,50.0
10003956.0,10003956.0,KUZBAACFLAW4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFLAWF,1.0,15.0,15.0,25.0,60.0,70.0,5.0,20.0,5.0,15.0,5.0,50.0
10003956.0,10003956.0,KUZBAACFLAWF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMAC4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMAC4FF,1.0,15.0,15.0,20.0,85.0,80.0,5.0,5.0,10.0,5.0,5.0,70.0
10003956.0,10003956.0,KUZBAACFMACF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMACF,1.0,15.0,15.0,20.0,85.0,80.0,5.0,5.0,10.0,5.0,5.0,70.0
10003956.0,10003956.0,KUZBAACFMAT4FF,1.0,10.0,10.0,20.0,55.0,85.0,10.0,15.0,0.0,25.0,0.0,50.0
10003956.0,10003956.0,KUZBAACFMAT4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMATF,1.0,10.0,10.0,20.0,55.0,85.0,10.0,15.0,0.0,25.0,0.0,50.0
10003956.0,10003956.0,KUZBAACFMATF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMST4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMST4FF,1.0,20.0,20.0,25.0,75.0,80.0,0.0,5.0,20.0,20.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMSTF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMSTF,1.0,20.0,20.0,25.0,75.0,80.0,0.0,5.0,20.0,20.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMUS4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMUS4FF,1.0,20.0,20.0,25.0,75.0,80.0,0.0,5.0,20.0,20.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMUSF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFMUSF,1.0,20.0,20.0,25.0,75.0,80.0,0.0,5.0,20.0,20.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFNUT4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFNUTF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFPHE4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFPHE4FF,1.0,20.0,20.0,40.0,55.0,90.0,10.0,0.0,5.0,0.0,5.0,80.0
10003956.0,10003956.0,KUZBAACFPHEF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFPHEF,1.0,20.0,20.0,40.0,55.0,90.0,10.0,0.0,5.0,0.0,5.0,80.0
10003956.0,10003956.0,KUZBAACFPLI4FF,1.0,15.0,15.0,20.0,70.0,90.0,20.0,0.0,0.0,15.0,10.0,55.0
10003956.0,10003956.0,KUZBAACFPLI4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFPLIF,1.0,15.0,15.0,20.0,70.0,90.0,20.0,0.0,0.0,15.0,10.0,55.0
10003956.0,10003956.0,KUZBAACFPLIF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFPSY4FF,1.0,35.0,35.0,60.0,60.0,90.0,20.0,0.0,10.0,10.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFPSY4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFPSYF,1.0,35.0,35.0,60.0,60.0,90.0,20.0,0.0,10.0,10.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFPSYF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFSCR4FF,1.0,15.0,15.0,30.0,55.0,95.0,0.0,0.0,0.0,10.0,5.0,80.0
10003956.0,10003956.0,KUZBAACFSCR4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFSCRF,1.0,15.0,15.0,30.0,55.0,95.0,0.0,0.0,0.0,10.0,5.0,80.0
10003956.0,10003956.0,KUZBAACFSCRF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFSOC4FF,1.0,45.0,45.0,75.0,55.0,90.0,10.0,5.0,5.0,5.0,5.0,75.0
10003956.0,10003956.0,KUZBAACFSOC4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFSOCF,1.0,45.0,45.0,75.0,55.0,90.0,10.0,5.0,5.0,5.0,5.0,75.0
10003956.0,10003956.0,KUZBAACFSOCF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
10003956.0,10003956.0,KUZBAACFSOP4FF,1.0,15.0,15.0,25.0,65.0,85.0,5.0,0.0,5.0,5.0,5.0,75.0
10003956.0,10003956.0,KUZBAACFSOP4FF,1.0,20.0,20.0,35.0,60.0,95.0,10.0,5.0,0.0,25.0,0.0,60.0
